,label,stemmed_narasi_model,stemmed_judul_model
1336,0,telah bakar alquran jari tangan pria ini hitam dan busuk keluar bau jijik postingan sudah bagi kali dan kali ketika tangkap layar buat,jari tangan pria hitam telah bakar alquran
1337,0,beri izin eksploitasi emas guna alat berat di banyuangi,beri izin eksploitasi emas guna alat berat di banyuangi
1338,1,yang wa ini teman saya juga dokter bahaya sakit leukimia adik ipar saya umur tahun baru tinggal malam sebab oleh leukimia almarhum masa hidup teliti untuk gelar master ini botanical di kampus usm kaji jenis tumbuh ini rekan satu tim research beliau sudah tinggal tahun yang lalu idap sakit leukimia juga almarhum dapat tahan hingga malam memang hasil teliti telah sah oleh pihak kampus usm dan pihak tri sehat bahwa leukimia itu dapat timbul dari tumbuh sebut jadi cerita hizzad bole sebab kanker darah leukimia nyata bukti,bahaya tanam sebab leukimia
1339,1,nih oknum ampo minimarket di hari demo umat islam kemarinliat muka kaya ahok semua,foto laku jarah mini market pada november lepas aksi
1340,1,rasul nya cebong,foto rasul nya cebong
1341,1,perintah sedia laptop gratis untuk siswa dan guru klik di bawah ini untuk mes laptop gratis anda sekarang,pesan beranta perintah sedia laptop gratis untuk siswa dan guru
1342,1,form data usaha mikro dan ultra mikro,form data usaha mikro dan ultra mikro
1343,1,pesan fadli zon kepada sby saya kena bully tiap hari masak saya bilang ikan buntal,pesan fadli zon kepada sby saya kena bully tiap hari masak saya bilang ikan buntal
1344,1,perhati perhati sekarang malesiya makin darurat buat tkitkw yang ada di malesiya maksud org tua kalinpacarsaudaraatau tetanganya harap hati hati sekarang malesiya sapu habis duduk asing,foto sekarang malesiya sapu habis duduk asing
1345,1,assalamualaikum wr wb di sampai bahwa camat mb ketapang sampit kab kotim sudah bebas sholat jumat dan tarawih dan jamaah fardhu di masjidlanggarmushalla karena sudah jadi zona hijau yang positif kena virus corona sudah tidak ada lagi tetap tetap pakai masker dan jaga jarak pesan ini dari ketua mui kab kotim drs amrullah had dan ketua komisi fatwa mui kab kotim kh zainuddin imberan,warga mb ketapang kotawaringin timur sudah boleh shalat jumat dan tarawih di masjid
1346,1,info baru bapak ibu tamam raya tahap lima positif orang kronologis pasien kontak dengan kerabat yang pulang dari malaysia dan taman raya tahap tetap zona merah tim medis yang tindak awal dari puskesmas botania dan pasien sudah bawa ke rs galang,pesan beranta taman raya tahap zona merah covid
1347,1,hati yang suka makin tlr orang cina bunuh orang tuh plan tapi pasti yang mau brbagi info sila,video hati yang suka makin tlr orang cina bunuh orang tuh plan tapi pasti
1348,1,ini kirim video betapa dahsyat wabah covid di amerika video ini dari murid saya yang tinggal di amerika ini yang liput di brooklyn untuk ingat semua jangan anggap enteng virus covid ini mayat muslim serah ke komunitas arab untuk makam karena perintah tempat sudah kewalahan komunitas ini terima mayat puluh orang hari kurang lebih orang jenazah itu digeletakin begitu saja di ruang kantor tunggu antre untuk makam jadi tolong sahabat di tanah air jangan anggap enteng virus covid ini tetap pakai maskerseringlah cuci tangan dan tiap habis dari luar rumah segera mandi dan jangan pernah lupa doa kepada allah swt agar kita senantiasa ada dalam lindung aamiin yaa rabbal aalamiin,ini kirim video betapa dahsyat wabah covid di amerika
1349,1,orang muka agama di afrika selatan rufus phala duga beri para anggota dettol jenis antiseptic untuk obat luar mereka minum dettol bagai obat cegah bagi virus corona atau coronavirus dan juga bagai tanda iman lama bakti gereja jumlah orang pasti tewas sedang lain dalam kondisi kritis telah minum dettol saat ini polisi sedang selidik insiden itu turut polisi ikut rufus phala yang aku orang nabi sudah tipu dan buat percaya bahwa dettol akan jauh mereka dari tular virus corona yang mati dan sakit lain,foto orang jemaat gereja tews minum dettol demi cegah crna
1350,1,viralkan firus corona sudah masuk di saudi arabia menteri sehat saudi arabia dalam terang pers sampai data akhir virus corona di negara infeksi corona orang proponsi jeddah orang tinggal orang,firus corona sudah masuk di saudi arabia
1351,1,china tunggu kacau indonesia bila indonesia sudah kacau china akan masuk ke indonesia dengan alas aman harta mereka yang di pinjam untuk indonesia,china tunggu kacau indonesia bila indonesia sudah kacau china akan masuk ke indonesia dengan alas aman harta mereka
1352,1,slamat kerja bu sus dirut garuda yang baruibu sus dirut garuda yang baruinsya allah kendala harga tiket mahal lama ini jadi ada turun,sus pudjiastuti sudah jadi dirut garuda yang baru pada desember
1353,1,ikan oarfish temu oleh pancing di laut layar ikan oarfish adalah makhluk laut yang anggap bagai tanda datang gempa bumi ikan oarfish hidup di laut dengan dalam hingga meter ia jarang sekali muncul ke muka air jika tidak ada hal yang harus ia muncul nah muncul oarfish sering kali kena gempa bumi dahsyat bahkan tsunami,muncul oarfish tanda gempa bumi dahsyat bahkan tsunami
1354,1,restoran sederhana sedang raya ulang tahun ke di indonesia dan untuk waktu yang batas kami akan bagi makan gratis di salah satu restoran kami saya sudah terima undang untuk makan gratis,restoran sederhana ulang tahun ke bagi makan gratis
1355,1,tiga jalur bingung warga siapa dulu dong gabenernya,rekayasa lalu lintas di jalan kemang raya
1356,1,informasi sebut tidak bena,polisi bantah tetap status siaga di jakarta
1357,1,dasar hasil telusur temu fakta bahwa jadi di video sebut tidak jadi di indonesia lain di thailand,video pukul di balik tirai
1358,1,pak jokowi,foto jokowi tetes air mata hasil sunting
1359,1,pawai sambut pak prabowo di bandung tidak ada satu media pun yang siar,pawai sambut pak prabowo di bandung
1360,0,bagi yang lewat ke pom bensin galur cempaka putih mohon kasih sedekah adek ini dia usia tahun sama adik usia tahun mereka sering tidur di atm ini kadang di jalan kalau di usir mereka yatim piatu ayah dan ibu nya tinggal karena sakit sekarang mereka hanya dua hidup di kota besar jakarta hari hari mereka pulung botol bekas dan kardus untuk makan hari hari sedih lihat,dua anak yatim piatu tidur di dalam atm pom bensin galur cempaka putih
1361,1,warga cina di tangkap anggota tni ad karena buat ktp palsu yang nanti nya akan di suruh pilih jokowiluar biasa jokowikita harus terima kasih sama tni bravo tni sama rakyat,warga cina di tangkap anggota tni ad karena buat ktp palsu
1362,0,susul edar surat edar rencana tutup kawah ijen balai besar ksda jawa timur langsung terbit surat edar susul kawah ijen tetap buka,bbksda jatim klarifikasi bahwa wisata alam kawah ijen masih buka
1363,0,dengan modus minta bantu dana yatim piatu dll,kad lh dki jakarta tidak minta jumlah uang untuk perlu tentu lalu akun media sosial
1364,1,gila punya black card anjir,video motor yang lintas di jlnt casablanca tak tilang polisi karena punya black card
1365,0,sudah kita klarifikasi langsung ke para pihak tidak ada jadi seperti berita sebut anggota saya sudah datang langsung,tidak ada serang rumah ibadah di desa pauh ranap riau
1366,0,buah video yang unggah ke instagram oleh akun suryoadji dalam video sebut sih milik akun kata gua buka ke publik ya gua laporin ke polda kalau perlu sekarang waktu jokowi kawin undang itu dijualin rp juta satu undang sama orangorang dukung jokowi cuih dasar koruptor lo semua koruptor hah gua arseto mau apa lo mau ngebully gua gua bully lo memang lo koruptor memang lo jahat semua dukung sama presiden semua kok sama orang gila semua itu main proyek emang bajanbajan sensen itu benar dan jokowi sudah tambah kayak sekarang bisa bayar semua suara samarsamar itu boneka saja di belakang main korupsi semua itu yang bawa saja itu undang jual juta sudah gilagilaan deh mereka,jokowi tuduh jual belikan undang nikah kahiyangbobby istana angkat bicara
1367,0,konsumen tuntut pepscico beri ganti rugi namun demikian pihak pepsico enggan komentar perkara ini tuntut yang layang konsumen sebut nyata bahwa citra quaker oats yang tampil potret pria quaker dengan topi era kolonial sifat jebak pasal konsumen akan ajak pikir bahwa oatmeal adalah makan lawas namun uji yang laku temu produk itu kandung biosida modern,konsumen tuntut produk quaker oats karena kandung pestisida
1368,1,ini presiden ir joko widodo yang benar rakyat yang lama ini anggap beliau orang pimpin yang rakyat tapi saat ini beliau beli kendara dinas mercedes pullman guard dengan harga yang fantastis rp milyard bagaimana tanggap kalian,presiden jokowi beli kendara dinas mercedes pullman guard dengan harga rp
1369,1,siapa yang harus kita tertawa orang yang integritas ragu tapi pilih jadi jabat atau masyarakat lugu yang mudah giring dan bodoh untuk pilih pimpin entah nyata di indonesia masih banyak para badut yang ingin kuasa hanya untuk rampok dan para badut itu tau berapa banyak orang bodoh yang bisa kuasa,akun twitter palsu fahri hamzah
1370,1,press statement pt global jet express oktober langgan jt express serta masyarakat indonesia yang kami hormat,press statement pt global jet express oktober
1371,1,tim malaysia foto dengan bendera balik,tim malaysia foto dengan bendera balik
1372,1,foto veteran ini memang foto lama namun sampai sekarang masih saja banyak veteran yang tidak mulia oleh negara jika uang untuk datang snsd alokasi untuk mereka alangkah baik kecuali jika rezim rasa snsd jalan dengan nawacita dan revolusi mental,perintah indonesia undang snsd untuk hut ri
1373,1,nyata kepala administrator server kpu sih ainin najib team menang jokowi di pilpres masa lalu yang tinggal di singapore dan sekarang pun nyata server kpu kendali dari singaporeinnalillahilah sekarang lembaga negara serevernya kendali dari singapore laa hawla wa lah quwwata illa billaah,server kpu di hack ainun najib dari singapura
1374,1,face masks reduces oxygen up tapi increases risk of co poisoning viruses and bacteria saturate the mask and get reinhaled fresh air is vital for immune health,beberapa dampak negatif dari guna masker
1375,1,subhanallah corona virus sudah viral di iqro tolong sebar foto ini bahwa covid sudah viral di iqro moga covid segera pergi dari bumi ini amin ya allah moga yang komen amin dapat rejeki yang banyak ya allah amin,corona virus sudah viral di iqro
1376,1,ibu kota pindah anies bakal jual gedung perintah pusat,ibu kota pindah anies bakal jual gedung perintah pusat
1377,1,asskpd yth bpkibu kami tawar barang lelang jatuh tempo dari gadai barang kualitas uinfo bitlypusatpegadaian,lelang online oleh pt gadai
1378,1,hanya negara indonesia yg mampu kendali sakit mati itu ujar persiden xi jin ping di kantor china negara maju tapi indonesia mampu saing,ujar xi jin ping hanya indonesia yg mampu kendali covid
1379,1,positif corona disp sungai rangit sudah jemput paksa pihak polisi dana para medislalu semua pihak keluarga yang tinggal satu rumah tidak mau karantina padahal sudah jemput paksa oleh pihak wajib dan anggota medissmpi sekarang mereka masih ada rumah dan masih liar tapi di tiap gang sudah portal lokdownsemoga warga sungai rangit sekitar selamat sehat semua ya allah,pasien postif virus corona di sungai rangit jemput paksa polisi dan tim medis
1380,1,this is from italy no more spaces are available ini hospitals please di not step out of your homes for next days,photos of italy no more spaces are available ini hospitals
1381,0,imbau kepada warga nu untuk tidak sekolah anakanaknya di sekolah muhammadiyah karena kami ingin jaga kondusivitas dan aset milik kami tolong warga nu tepo seliro dan tahu diri prof dr haidar nasir ketua umum pp muhammadiyah,hoaks imbau anak nu larang sekolah di muhammadiyah
1382,1,bocahbocah yahoo nigeria panggang sampai mati di meksiko gambar pics jahat nairaland,bocahbocah nigeria panggang sampai mati
1383,0,sudah konfirmasi menteri sehat tidak milik program angkat cpns jalur indonesia sehat,kemenpan rb tidak ada angkat cpns jalur indonesia sehat
1384,1,semua aktifitas hp dllterpantau mulai besok sudah laku semua panggil catat,semua panggil catat
1385,1,di hari yang sama dengan tusuk wiranto ada jadi rencana bom sd katholik kanisius tlogosari semarang laku sudah beberapa hari satron sekolah katholik sebut sempat ribut dengan orang tua murid terus di lapor polisi polisi kirim intel dan akhir di tangkap alasanya adalah dia tidak suka dengan sekolah khatolik yang ada di tlogosari,pria curiga yang tangkap di depan sd kanisius semarang alami ganggu jiwa
1386,1,foto puncak gunung rinjani di lombok nusa tenggara barat tutup awan bentuk topi heboh warganet rabu banyak yang kait tampak awan sebut dengan peristiwa gempa yang jadi beberapa hari belum ada pula yang kait dengan fenomena gerhana bulan yang lihat pada rabu dini hari sekitar pukul wita di wilayah itu,awan bentuk topi di gunung rinjani tidak dampak gempa
1387,1,hubung dengan laksana undangundang nomor tahun yang telah ubah jadi undangundang nomor tahun perihal tagih tanggung jawab pajak dengan surat paksa lalu antara kantor awas layan bea dan cukai serta di dukung oleh menteri uang negara ri laksana lelang internal barang sita negara,bea cukai riau adakan lelang tutup dengan harga murah
1388,1,umum kpu tadi malam tidak sah karena,umum kpu belum tanggal mei tidak sah
1389,1,mau bantah wahai,video cebong di saudi bisa nyoblos tanpa identitas
1390,0,sampai saya tuh pikir begini tahun kita bangun zaman pak sby yang bangun di sumatera utara ini opo ora sono sing nikmat,jelas data dan fakta dari nyata djarot saiful hidayat yang banding kerja jokowi dengan sby soal bangun di sumut
1391,1,orang mahasiswa dari zambia bunuh oleh orangorang cina karena pacar dengan wanita cina,orang mahasiswa dari zambia pukul sampai tinggal
1392,1,di foto dian sastro,di foto dian sastro
1393,1,maaf lenceng sedikitinfo saja tangsel siaga jangan nongkrong pinggir jlnapa lagi dekat bendera ormasrawan tawur ormas rawan sasar ormaspondok cabe sudah kena baco korban orang masih kritis dan sekarang dari jalan pamulang sampai cirendeu masih di jaga ketat oleh aparat kepolisianakan ada bentrok besar besaranjaga sodara dan keluarga kalianterimakasih,tangsel siaga pascabentrok ormas
1394,1,waspada di rantepao stengah jam lalu polisi sedang patroli dari hotel ke hotel ada incar ciri orangx pendek berjenggotbawa rangseldan kopor kecil hotel panjang jalan poros masuk dengan datang sbgi tamu yang ingin inap pada saat cek indisodorin rega ktp dia tinggal hoteldan lari dengan jalan cepat guna ojek,pesan beranta kejar teroris di rantepao sulawesi selatan
